MAP@5,Recall@5,HitRate@5,MAP@10,Recall@10,HitRate@10,MAP@100,Recall@100,HitRate@100,indexing_time,retrieval_time,file_size_mb,indexed_images,tested_images
0.005512181926721886,0.00017255599713566502,0.004869039623908664,0.007090355730382595,0.0003649183902796642,0.0050033579583613165,0.011137418446424532,0.004061574981455946,0.005211551376762928,403.8967864513397,348.2200393676758,7.273434638977051,23824,5956
